donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter
D03535,15,3,1350,15,0
D03536,3,1,450,3,1
D03537,0,2,900,6,1
D03538,4,2,900,12,0
D03539,2,2,900,8,1
D03540,3,2,900,12,1
D03541,2,1,450,2,1
D03542,5,1,450,5,0
D03543,2,1,450,2,1
D03544,0,1,450,0,1
D03545,1,2,900,12,1
D03546,7,6,2700,42,0
D03547,2,3,1350,21,1
D03548,1,2,900,10,1
D03549,6,50,22500,120,0
D03550,5,1,450,5,0
D03551,5,10,4500,30,0
D03552,6,5,2250,20,0
D03553,6,2,900,6,0
D03554,0,6,2700,30,1
D03555,5,1,450,5,0
D03556,1,42,18900,120,1
D03557,11,48,21600,120,0
D03558,4,1,450,4,0
D03559,8,2,900,8,0
D03560,4,30,13500,90,0
D03561,12,3,1350,12,0
D03562,3,1,450,3,1
D03563,7,5,2250,30,0
D03564,5,1,450,5,0
D03565,3,1,450,3,1
D03566,1,8,3600,32,1
D03567,12,3,1350,21,0
D03568,0,3,1350,9,1
D03569,6,2,900,6,0
D03570,13,10,4500,60,0
D03571,4,2,900,6,0
D03572,10,2,900,14,0
D03573,2,1,450,2,1
D03574,3,1,450,3,1
D03575,4,4,1800,24,0
D03576,0,2,900,14,1
D03577,1,1,450,1,1
D03578,3,2,900,14,1
D03579,6,2,900,12,0
D03580,0,4,1800,28,1
D03581,3,4,1800,28,1
D03582,0,14,6300,56,1
D03583,0,1,450,0,1
D03584,1,1,450,1,1
D03585,4,14,6300,70,0
D03586,2,1,450,2,1
D03587,7,3,1350,12,0
D03588,3,4,1800,12,1
D03589,2,2,900,12,1
D03590,0,3,1350,21,1
D03591,5,1,450,5,0
D03592,7,2,900,10,0
D03593,11,20,9000,100,0
D03594,3,3,1350,12,1
D03595,3,31,13950,93,1
D03596,1,1,450,1,1
D03597,0,2,900,14,1
D03598,5,1,450,5,0
D03599,3,1,450,3,1
D03600,1,3,1350,9,1
D03601,7,2,900,8,0
D03602,6,3,1350,18,0
D03603,4,8,3600,24,0
D03604,0,2,900,14,1
D03605,4,18,8100,54,0
D03606,8,5,2250,30,0
D03607,2,1,450,2,1
D03608,5,3,1350,12,0
D03609,1,2,900,10,1
D03610,5,2,900,12,0
D03611,2,1,450,2,1
D03612,5,1,450,5,0
D03613,11,8,3600,32,0
D03614,0,4,1800,12,1
D03615,1,5,2250,25,1
D03616,9,3,1350,15,0
D03617,12,8,3600,48,0
D03618,0,2,900,8,1
D03619,22,9,4050,63,0
D03620,1,3,1350,9,1
D03621,0,1,450,0,1
D03622,11,4,1800,16,0
D03623,8,50,22500,120,0
D03624,6,2,900,6,0
D03625,2,4,1800,24,1
D03626,2,8,3600,32,1
D03627,3,1,450,3,1
D03628,7,5,2250,20,0
D03629,1,50,22500,120,1
D03630,15,7,3150,35,0
D03631,1,2,900,14,1
D03632,0,1,450,0,1
D03633,11,6,2700,30,0
D03634,4,2,900,8,0
D03635,1,1,450,1,1
D03636,0,5,2250,35,1
D03637,4,1,450,4,0
D03638,10,2,900,14,0
D03639,5,1,450,5,0
D03640,4,2,900,10,0
D03641,3,2,900,12,1
D03642,0,3,1350,9,1
D03643,5,1,450,5,0
D03644,4,1,450,4,0
D03645,2,5,2250,35,1
D03646,14,2,900,14,0
D03647,4,4,1800,24,0
D03648,1,4,1800,16,1
D03649,0,10,4500,50,1
D03650,3,1,450,3,1
D03651,1,2,900,8,1
D03652,5,5,2250,25,0
D03653,2,1,450,2,1
D03654,2,1,450,2,1
D03655,0,6,2700,42,1
D03656,3,1,450,3,1
D03657,12,2,900,12,0
D03658,2,1,450,2,1
D03659,6,2,900,14,0
D03660,0,2,900,8,1
D03661,3,1,450,3,1
D03662,4,1,450,4,0
D03663,3,1,450,3,1
D03664,6,50,22500,120,0
D03665,1,9,4050,54,1
D03666,8,2,900,10,0
D03667,1,1,450,1,1
D03668,2,9,4050,27,1
D03669,2,1,450,2,1
D03670,4,1,450,4,0
D03671,3,4,1800,12,1
D03672,3,1,450,3,1
D03673,1,1,450,1,1
D03674,4,1,450,4,0
D03675,9,3,1350,9,0
D03676,8,11,4950,77,0
D03677,1,2,900,12,1
D03678,16,4,1800,28,0
D03679,2,2,900,8,1
D03680,5,1,450,5,0
D03681,5,1,450,5,0
D03682,9,3,1350,15,0
D03683,10,2,900,10,0
D03684,9,2,900,14,0
D03685,0,2,900,12,1
D03686,4,8,3600,24,0
D03687,4,1,450,4,0
D03688,9,4,1800,16,0
D03689,0,1,450,0,1
D03690,3,1,450,3,1
D03691,0,1,450,0,1
D03692,7,2,900,12,0
D03693,0,6,2700,18,1
D03694,0,1,450,0,1
D03695,4,3,1350,15,0
D03696,4,4,1800,16,0
D03697,5,1,450,5,0
D03698,10,6,2700,30,0
D03699,12,2,900,12,0
D03700,0,1,450,0,1
D03701,2,3,1350,21,1
D03702,0,3,1350,18,1
D03703,5,7,3150,49,0
D03704,8,3,1350,18,0
D03705,3,1,450,3,1
D03706,8,50,22500,120,0
D03707,1,1,450,1,1
D03708,5,7,3150,21,0
D03709,18,21,9450,120,0
D03710,9,3,1350,21,0
D03711,1,2,900,8,1
D03712,0,4,1800,20,1
D03713,2,3,1350,18,1
D03714,7,2,900,8,0
D03715,10,7,3150,42,0
D03716,1,10,4500,30,1
D03717,1,1,450,1,1
D03718,1,1,450,1,1
D03719,0,2,900,8,1
D03720,5,1,450,5,0
D03721,0,2,900,14,1
D03722,0,1,450,0,1
D03723,4,1,450,4,0
D03724,4,1,450,4,0
D03725,9,17,7650,119,0
D03726,5,1,450,5,0
D03727,0,1,450,0,1
D03728,1,1,450,1,1
D03729,4,1,450,4,0
D03730,0,2,900,12,1
D03731,10,2,900,10,0
D03732,3,2,900,12,1
D03733,6,3,1350,18,0
D03734,4,13,5850,65,0
D03735,1,1,450,1,1
D03736,16,6,2700,30,0
D03737,16,4,1800,16,0
D03738,2,7,3150,49,1
D03739,0,5,2250,20,1
D03740,8,4,1800,28,0
D03741,0,3,1350,9,1
D03742,4,1,450,4,0
D03743,0,3,1350,15,1
D03744,3,1,450,3,1
D03745,1,3,1350,21,1
D03746,4,1,450,4,0
D03747,8,8,3600,24,0
D03748,4,1,450,4,0
D03749,5,1,450,5,0
D03750,6,3,1350,15,0
D03751,3,25,11250,75,1
D03752,16,5,2250,30,0
D03753,9,3,1350,21,0
D03754,5,1,450,5,0
D03755,2,1,450,2,1
D03756,8,2,900,10,0
D03757,1,3,1350,12,1
D03758,5,1,450,5,0
D03759,12,6,2700,18,0
D03760,0,2,900,12,1
D03761,10,9,4050,36,0
D03762,8,2,900,8,0
D03763,1,15,6750,90,1
D03764,11,4,1800,20,0
D03765,5,15,6750,105,0
D03766,3,1,450,3,1
D03767,2,7,3150,42,1
D03768,3,1,450,3,1
D03769,5,8,3600,32,0
D03770,4,1,450,4,0
D03771,1,2,900,10,1
D03772,4,1,450,4,0
D03773,6,2,900,6,0
D03774,5,1,450,5,0
D03775,2,1,450,2,1
D03776,2,8,3600,24,1
D03777,4,2,900,12,0
D03778,8,3,1350,12,0
D03779,12,4,1800,12,0
D03780,1,2,900,6,1
D03781,0,3,1350,12,1
D03782,1,1,450,1,1
D03783,5,1,450,5,0
D03784,1,2,900,6,1
D03785,1,5,2250,25,1
D03786,1,3,1350,9,1
D03787,5,6,2700,18,0
D03788,3,1,450,3,1
D03789,1,6,2700,42,1
D03790,6,7,3150,35,0
D03791,5,1,450,5,0
D03792,5,3,1350,9,0
D03793,1,50,22500,120,1
D03794,1,1,450,1,1
D03795,12,2,900,14,0
D03796,3,1,450,3,1
D03797,8,2,900,12,0
D03798,4,5,2250,20,0
D03799,7,3,1350,15,0
D03800,1,2,900,12,1
D03801,5,1,450,5,0
D03802,0,2,900,8,1
D03803,10,4,1800,24,0
D03804,0,1,450,0,1
D03805,0,4,1800,28,1
D03806,8,2,900,8,0
D03807,6,12,5400,36,0
D03808,2,4,1800,28,1
D03809,5,1,450,5,0
D03810,2,2,900,12,1
D03811,4,5,2250,15,0
D03812,2,9,4050,54,1
D03813,2,1,450,2,1
D03814,3,9,4050,36,1
D03815,1,3,1350,21,1
D03816,20,4,1800,20,0
D03817,3,2,900,10,1
D03818,1,2,900,8,1
D03819,2,1,450,2,1
D03820,10,4,1800,12,0
D03821,2,2,900,8,1
D03822,8,5,2250,15,0
D03823,7,2,900,12,0
D03824,9,3,1350,12,0
D03825,0,2,900,10,1
D03826,9,8,3600,56,0
D03827,2,3,1350,9,1
D03828,0,1,450,0,1
D03829,1,5,2250,25,1
D03830,1,3,1350,12,1
D03831,6,8,3600,56,0
D03832,3,12,5400,72,1
D03833,1,7,3150,28,1
D03834,3,3,1350,15,1
D03835,11,22,9900,110,0
D03836,5,1,450,5,0
D03837,5,1,450,5,0
D03838,4,1,450,4,0
D03839,5,1,450,5,0
D03840,3,2,900,8,1
D03841,1,1,450,1,1
D03842,5,2,900,12,0
D03843,6,4,1800,20,0
D03844,5,1,450,5,0
D03845,6,10,4500,40,0
D03846,3,1,450,3,1
D03847,1,1,450,1,1
D03848,4,5,2250,15,0
D03849,2,1,450,2,1
D03850,17,4,1800,24,0
D03851,2,2,900,14,1
D03852,4,1,450,4,0
D03853,0,34,15300,120,1
D03854,6,3,1350,18,0
D03855,4,6,2700,24,0
D03856,5,1,450,5,0
D03857,0,2,900,8,1
D03858,1,38,17100,120,1
D03859,0,2,900,12,1
D03860,4,1,450,4,0
D03861,3,4,1800,24,1
D03862,2,3,1350,15,1
D03863,4,4,1800,20,0
D03864,0,4,1800,24,1
D03865,1,2,900,6,1
D03866,6,2,900,14,0
D03867,0,11,4950,55,1
D03868,0,8,3600,24,1
D03869,3,1,450,3,1
D03870,5,3,1350,18,0
D03871,0,3,1350,15,1
D03872,3,1,450,3,1
D03873,12,7,3150,49,0
D03874,2,5,2250,30,1
D03875,0,1,450,0,1
D03876,5,1,450,5,0
D03877,2,3,1350,21,1
D03878,2,1,450,2,1
D03879,3,4,1800,28,1
D03880,7,14,6300,98,0
D03881,5,2,900,14,0
D03882,4,2,900,12,0
D03883,1,5,2250,30,1
D03884,4,5,2250,25,0
D03885,10,2,900,10,0
D03886,4,2,900,6,0
D03887,3,1,450,3,1
D03888,3,2,900,12,1
D03889,3,3,1350,21,1
D03890,5,1,450,5,0
D03891,2,4,1800,16,1
D03892,10,8,3600,40,0
D03893,5,50,22500,120,0
D03894,2,4,1800,16,1
D03895,4,3,1350,9,0
D03896,14,2,900,14,0
D03897,0,1,450,0,1
D03898,6,2,900,6,0
D03899,2,1,450,2,1
D03900,0,6,2700,42,1
D03901,3,5,2250,30,1
D03902,5,1,450,5,0
D03903,1,9,4050,45,1
D03904,3,1,450,3,1
D03905,1,4,1800,16,1
D03906,0,6,2700,18,1
D03907,5,1,450,5,0
D03908,4,1,450,4,0
D03909,5,1,450,5,0
D03910,1,1,450,1,1
D03911,9,3,1350,15,0
D03912,0,2,900,12,1
D03913,2,1,450,2,1
D03914,6,3,1350,12,0
D03915,5,2,900,14,0
D03916,0,4,1800,24,1
D03917,3,1,450,3,1
D03918,5,7,3150,42,0
D03919,5,1,450,5,0
D03920,10,3,1350,21,0
D03921,20,4,1800,20,0
D03922,1,1,450,1,1
D03923,5,1,450,5,0
D03924,3,1,450,3,1
D03925,1,2,900,8,1
D03926,3,1,450,3,1
D03927,7,2,900,14,0
D03928,5,1,450,5,0
D03929,2,1,450,2,1
D03930,1,1,450,1,1
D03931,20,5,2250,20,0
D03932,10,7,3150,35,0
D03933,10,5,2250,25,0
D03934,2,1,450,2,1
D03935,4,4,1800,24,0
D03936,2,1,450,2,1
D03937,2,3,1350,18,1
D03938,5,7,3150,42,0
D03939,0,2,900,12,1
D03940,4,4,1800,12,0
D03941,0,1,450,0,1
D03942,3,1,450,3,1
D03943,1,5,2250,35,1
D03944,14,2,900,14,0
D03945,0,1,450,0,1
D03946,0,1,450,0,1
D03947,1,1,450,1,1
D03948,1,1,450,1,1
D03949,4,1,450,4,0
D03950,0,1,450,0,1
D03951,1,3,1350,12,1
D03952,0,2,900,6,1
D03953,0,1,450,0,1
D03954,2,1,450,2,1
D03955,9,4,1800,28,0
D03956,0,2,900,14,1
D03957,5,9,4050,54,0
D03958,5,1,450,5,0
D03959,0,13,5850,39,1
D03960,2,2,900,8,1
D03961,3,2,900,8,1
D03962,1,1,450,1,1
D03963,1,1,450,1,1
D03964,5,1,450,5,0
D03965,8,2,900,8,0
D03966,1,14,6300,98,1
D03967,6,2,900,8,0
D03968,7,2,900,14,0
D03969,4,1,450,4,0
D03970,4,50,22500,120,0
D03971,6,2,900,8,0
D03972,5,2,900,8,0
D03973,5,4,1800,20,0
D03974,4,1,450,4,0
D03975,12,2,900,12,0
D03976,2,1,450,2,1
D03977,5,1,450,5,0
D03978,12,3,1350,18,0
D03979,1,1,450,1,1
D03980,0,1,450,0,1
D03981,5,1,450,5,0
D03982,1,4,1800,16,1
D03983,3,4,1800,20,1
D03984,1,2,900,6,1
D03985,0,1,450,0,1
D03986,8,12,5400,60,0
D03987,2,5,2250,35,1
D03988,2,2,900,12,1
D03989,8,4,1800,16,0
D03990,5,6,2700,18,0
D03991,1,4,1800,24,1
D03992,0,2,900,8,1
D03993,9,4,1800,24,0
D03994,0,1,450,0,1
D03995,5,12,5400,60,0
D03996,0,1,450,0,1
D03997,14,12,5400,72,0
D03998,5,3,1350,9,0
D03999,5,7,3150,42,0
D04000,3,8,3600,24,1
D04001,6,2,900,6,0
D04002,3,4,1800,24,1
D04003,5,1,450,5,0
D04004,4,2,900,12,0
D04005,3,1,450,3,1
D04006,5,6,2700,18,0
D04007,2,1,450,2,1
D04008,12,3,1350,21,0
D04009,0,4,1800,20,1
D04010,8,4,1800,20,0
D04011,12,3,1350,12,0
D04012,4,8,3600,56,0
D04013,3,3,1350,12,1
D04014,3,1,450,3,1
D04015,4,1,450,4,0
D04016,0,6,2700,24,1
D04017,0,2,900,12,1
D04018,8,2,900,8,0
D04019,4,1,450,4,0
D04020,8,11,4950,66,0
D04021,4,1,450,4,0
D04022,1,1,450,1,1
D04023,1,1,450,1,1
D04024,7,16,7200,48,0
D04025,1,3,1350,9,1
D04026,8,7,3150,28,0
D04027,0,1,450,0,1
D04028,1,2,900,12,1
D04029,1,1,450,1,1
D04030,8,2,900,8,0
D04031,1,5,2250,15,1
D04032,4,1,450,4,0
D04033,0,3,1350,9,1
D04034,22,15,6750,90,0
D04035,6,4,1800,20,0
D04036,13,3,1350,21,0
D04037,3,1,450,3,1
D04038,8,2,900,8,0
D04039,1,2,900,8,1
D04040,4,18,8100,120,0
D04041,9,2,900,12,0
D04042,12,9,4050,36,0
D04043,0,1,450,0,1
D04044,5,1,450,5,0
D04045,14,4,1800,24,0
D04046,3,1,450,3,1
D04047,1,1,450,1,1
D04048,2,1,450,2,1
D04049,4,1,450,4,0
D04050,3,2,900,12,1
D04051,10,2,900,10,0
D04052,5,5,2250,30,0
D04053,5,1,450,5,0
D04054,6,2,900,6,0
D04055,14,2,900,14,0
D04056,0,1,450,0,1
D04057,12,3,1350,12,0
D04058,0,1,450,0,1
D04059,4,2,900,12,0
D04060,6,3,1350,9,0
D04061,2,1,450,2,1
D04062,9,5,2250,35,0
D04063,2,1,450,2,1
D04064,3,1,450,3,1
D04065,1,3,1350,15,1
D04066,16,11,4950,44,0
D04067,5,7,3150,21,0
D04068,0,1,450,0,1
D04069,0,3,1350,21,1
D04070,2,1,450,2,1
D04071,10,8,3600,56,0
D04072,10,2,900,10,0
D04073,5,1,450,5,0
D04074,0,2,900,12,1
D04075,2,1,450,2,1
D04076,6,24,10800,120,0
D04077,12,2,900,12,0
D04078,1,2,900,10,1
D04079,0,14,6300,42,1
D04080,3,1,450,3,1
D04081,2,2,900,12,1
D04082,8,2,900,14,0
D04083,4,1,450,4,0
D04084,3,2,900,12,1
D04085,0,2,900,12,1
D04086,14,2,900,14,0
D04087,4,7,3150,35,0
D04088,0,2,900,10,1
D04089,27,50,22500,120,0
D04090,0,1,450,0,1
D04091,8,2,900,12,0
D04092,4,1,450,4,0
D04093,10,2,900,10,0
D04094,10,2,900,14,0
D04095,2,2,900,12,1
D04096,11,50,22500,120,0
D04097,1,1,450,1,1
D04098,3,1,450,3,1
D04099,8,9,4050,54,0
D04100,0,6,2700,18,1
D04101,4,1,450,4,0
D04102,6,2,900,12,0
D04103,0,2,900,14,1
D04104,1,5,2250,15,1
D04105,0,13,5850,78,1
D04106,4,6,2700,24,0
D04107,10,2,900,10,0
D04108,18,3,1350,18,0
D04109,4,2,900,12,0
D04110,4,1,450,4,0
D04111,3,1,450,3,1
D04112,8,5,2250,35,0
D04113,6,5,2250,30,0
D04114,1,8,3600,32,1
D04115,4,1,450,4,0
D04116,1,16,7200,48,1
D04117,2,5,2250,35,1
D04118,13,19,8550,95,0
D04119,4,1,450,4,0
D04120,0,5,2250,30,1
D04121,0,5,2250,15,1
D04122,0,1,450,0,1
D04123,2,3,1350,9,1
D04124,1,2,900,12,1
D04125,0,1,450,0,1
D04126,3,1,450,3,1
D04127,1,2,900,6,1
D04128,3,2,900,6,1
D04129,0,2,900,14,1
D04130,2,3,1350,15,1
D04131,5,1,450,5,0
D04132,5,1,450,5,0
D04133,0,1,450,0,1
D04134,2,6,2700,18,1
D04135,3,1,450,3,1
D04136,0,10,4500,60,1
D04137,1,3,1350,9,1
D04138,8,13,5850,78,0
D04139,5,1,450,5,0
D04140,5,1,450,5,0
D04141,8,2,900,8,0
D04142,3,5,2250,20,1
D04143,18,5,2250,30,0
D04144,27,9,4050,36,0
D04145,4,3,1350,9,0
D04146,3,1,450,3,1
D04147,12,3,1350,18,0
D04148,1,3,1350,18,1
D04149,3,1,450,3,1
D04150,1,3,1350,21,1
D04151,8,16,7200,48,0
D04152,10,2,900,10,0
D04153,5,1,450,5,0
D04154,16,6,2700,30,0
D04155,10,8,3600,24,0
D04156,5,1,450,5,0
D04157,0,5,2250,20,1
D04158,5,2,900,12,0
D04159,6,2,900,14,0
D04160,7,5,2250,15,0
D04161,2,2,900,6,1
D04162,1,4,1800,28,1
D04163,0,2,900,10,1
D04164,3,10,4500,30,1
D04165,4,1,450,4,0
D04166,10,5,2250,30,0
D04167,2,2,900,12,1
D04168,3,3,1350,9,1
D04169,4,5,2250,20,0
D04170,6,9,4050,36,0
D04171,12,3,1350,12,0
D04172,10,5,2250,20,0
D04173,0,1,450,0,1
D04174,1,3,1350,9,1
D04175,2,4,1800,28,1
D04176,12,8,3600,56,0
D04177,4,5,2250,25,0
D04178,1,1,450,1,1
D04179,4,1,450,4,0
D04180,1,1,450,1,1
D04181,0,1,450,0,1
D04182,12,4,1800,12,0
D04183,11,3,1350,12,0
D04184,0,1,450,0,1
D04185,6,2,900,6,0
D04186,0,4,1800,28,1
D04187,11,6,2700,24,0
D04188,17,6,2700,18,0
D04189,3,3,1350,15,1
D04190,0,3,1350,12,1
D04191,0,2,900,6,1
D04192,4,3,1350,15,0
D04193,1,6,2700,24,1
D04194,5,1,450,5,0
D04195,0,3,1350,12,1
D04196,1,7,3150,21,1
D04197,5,1,450,5,0
D04198,5,1,450,5,0
D04199,2,1,450,2,1
D04200,1,1,450,1,1
D04201,1,1,450,1,1
D04202,8,3,1350,15,0
D04203,3,1,450,3,1
D04204,0,1,450,0,1
D04205,4,1,450,4,0
D04206,5,2,900,12,0
D04207,4,2,900,12,0
D04208,3,1,450,3,1
D04209,3,1,450,3,1
D04210,10,2,900,10,0
D04211,5,1,450,5,0
D04212,3,1,450,3,1
D04213,4,2,900,12,0
D04214,1,5,2250,35,1
D04215,4,2,900,6,0
D04216,1,1,450,1,1
D04217,12,4,1800,12,0
D04218,1,1,450,1,1
D04219,2,3,1350,12,1
D04220,1,5,2250,30,1
D04221,0,1,450,0,1
D04222,0,2,900,12,1
D04223,2,2,900,8,1
D04224,3,5,2250,15,1
D04225,10,2,900,12,0
D04226,4,5,2250,30,0
D04227,2,1,450,2,1
D04228,0,1,450,0,1
D04229,13,4,1800,20,0
D04230,23,5,2250,35,0
D04231,2,1,450,2,1
D04232,1,7,3150,28,1
D04233,10,2,900,10,0
D04234,3,1,450,3,1
D04235,0,2,900,12,1
D04236,0,15,6750,60,1
D04237,4,3,1350,18,0
D04238,3,1,450,3,1
D04239,2,3,1350,9,1
D04240,4,2,900,8,0
D04241,15,4,1800,20,0
D04242,1,1,450,1,1
D04243,0,2,900,8,1
D04244,4,2,900,14,0
D04245,1,1,450,1,1
D04246,0,7,3150,42,1
D04247,6,7,3150,21,0
D04248,0,2,900,6,1
D04249,0,1,450,0,1
D04250,12,3,1350,12,0
D04251,5,1,450,5,0
D04252,14,3,1350,15,0
D04253,5,1,450,5,0
D04254,4,1,450,4,0
D04255,0,1,450,0,1
D04256,6,2,900,6,0
D04257,21,40,18000,120,0
D04258,5,5,2250,20,0
D04259,5,4,1800,28,0
D04260,4,6,2700,42,0
D04261,7,4,1800,20,0
D04262,4,1,450,4,0
D04263,3,3,1350,12,1
D04264,6,7,3150,42,0
D04265,8,2,900,8,0
D04266,7,3,1350,12,0
D04267,2,3,1350,15,1
D04268,0,2,900,12,1
D04269,2,1,450,2,1
D04270,16,4,1800,16,0
D04271,3,1,450,3,1
D04272,3,2,900,8,1
D04273,4,2,900,8,0
D04274,1,1,450,1,1
D04275,1,2,900,12,1
D04276,1,7,3150,28,1
D04277,4,1,450,4,0
D04278,4,2,900,6,0
D04279,12,4,1800,12,0
D04280,5,2,900,8,0
D04281,0,3,1350,9,1
D04282,4,2,900,14,0
D04283,0,4,1800,16,1
D04284,9,3,1350,9,0
D04285,3,3,1350,15,1
D04286,5,1,450,5,0
D04287,0,14,6300,84,1
D04288,1,34,15300,120,1
D04289,2,2,900,6,1
D04290,5,1,450,5,0
D04291,3,5,2250,30,1
D04292,0,4,1800,12,1
D04293,5,1,450,5,0
D04294,11,4,1800,12,0
D04295,3,3,1350,15,1
D04296,10,2,900,12,0
D04297,5,1,450,5,0
D04298,20,4,1800,24,0
D04299,1,1,450,1,1
D04300,1,2,900,6,1
D04301,0,3,1350,9,1
D04302,6,2,900,12,0
D04303,5,1,450,5,0
D04304,4,3,1350,12,0
D04305,5,2,900,8,0
D04306,3,2,900,10,1
D04307,5,5,2250,25,0
D04308,4,2,900,14,0
D04309,1,1,450,1,1
D04310,1,49,22050,120,1
D04311,3,1,450,3,1
D04312,3,1,450,3,1
D04313,1,1,450,1,1
D04314,3,4,1800,20,1
D04315,27,5,2250,30,0
D04316,9,10,4500,30,0
D04317,3,8,3600,24,1
D04318,2,26,11700,120,1
D04319,5,1,450,5,0
D04320,2,1,450,2,1
D04321,9,2,900,12,0
D04322,0,3,1350,12,1
D04323,0,8,3600,24,1
D04324,8,6,2700,30,0
D04325,1,2,900,14,1
D04326,1,1,450,1,1
D04327,5,2,900,12,0
D04328,12,2,900,12,0
D04329,2,1,450,2,1
D04330,2,5,2250,25,1
D04331,0,2,900,12,1
D04332,5,2,900,10,0
D04333,5,6,2700,36,0
D04334,0,8,3600,40,1
D04335,2,1,450,2,1
D04336,3,2,900,14,1
D04337,0,3,1350,9,1
D04338,2,1,450,2,1
D04339,4,1,450,4,0
D04340,11,5,2250,35,0
D04341,12,4,1800,20,0
D04342,3,6,2700,24,1
D04343,3,1,450,3,1
D04344,1,1,450,1,1
D04345,0,1,450,0,1
D04346,11,2,900,14,0
D04347,4,4,1800,16,0
D04348,3,1,450,3,1
D04349,5,1,450,5,0
D04350,4,7,3150,49,0
D04351,0,6,2700,36,1
D04352,3,1,450,3,1
D04353,6,2,900,6,0
D04354,4,2,900,14,0
D04355,1,5,2250,35,1
D04356,4,1,450,4,0
D04357,4,1,450,4,0
D04358,0,7,3150,49,1
D04359,5,6,2700,42,0
D04360,0,9,4050,36,1
D04361,0,2,900,12,1
D04362,1,2,900,14,1
D04363,9,2,900,10,0
D04364,5,2,900,14,0
D04365,2,2,900,14,1
D04366,1,1,450,1,1
D04367,5,3,1350,21,0
D04368,4,1,450,4,0
D04369,10,2,900,14,0
D04370,9,4,1800,28,0
D04371,21,7,3150,21,0
D04372,0,6,2700,30,1
D04373,1,1,450,1,1
D04374,22,6,2700,24,0
D04375,2,1,450,2,1
D04376,16,3,1350,18,0
D04377,3,2,900,14,1
D04378,12,3,1350,12,0
D04379,1,3,1350,21,1
D04380,5,3,1350,18,0
D04381,0,6,2700,18,1
D04382,1,1,450,1,1
D04383,0,6,2700,42,1
D04384,0,28,12600,84,1
D04385,15,7,3150,28,0
D04386,4,1,450,4,0
D04387,4,3,1350,21,0
D04388,3,3,1350,18,1
D04389,1,1,450,1,1
D04390,4,7,3150,49,0
D04391,4,6,2700,24,0
D04392,6,2,900,6,0
D04393,8,2,900,8,0
D04394,0,4,1800,16,1
D04395,0,29,13050,116,1
D04396,4,7,3150,49,0
D04397,5,3,1350,18,0
D04398,0,9,4050,45,1
D04399,2,1,450,2,1
D04400,1,3,1350,18,1
D04401,3,13,5850,78,1
D04402,6,12,5400,60,0
D04403,4,1,450,4,0
D04404,4,1,450,4,0
D04405,3,3,1350,9,1
D04406,2,2,900,14,1
D04407,1,1,450,1,1
D04408,6,3,1350,9,0
D04409,3,2,900,8,1
D04410,1,2,900,10,1
D04411,3,1,450,3,1
D04412,12,4,1800,24,0
D04413,29,50,22500,120,0
D04414,18,6,2700,18,0
D04415,0,3,1350,9,1
D04416,9,4,1800,12,0
D04417,4,2,900,6,0
D04418,6,3,1350,15,0
D04419,5,1,450,5,0
D04420,3,5,2250,20,1
D04421,5,1,450,5,0
D04422,9,3,1350,12,0
D04423,5,4,1800,16,0
D04424,1,7,3150,28,1
D04425,1,1,450,1,1
D04426,12,2,900,12,0
D04427,16,3,1350,21,0
D04428,8,5,2250,30,0
D04429,0,3,1350,12,1
D04430,3,3,1350,15,1
D04431,0,2,900,6,1
D04432,1,1,450,1,1
D04433,0,1,450,0,1
D04434,8,2,900,8,0
D04435,5,1,450,5,0
D04436,7,6,2700,36,0
D04437,1,4,1800,20,1
D04438,1,2,900,12,1
D04439,20,4,1800,20,0
D04440,2,3,1350,18,1
D04441,6,3,1350,18,0
D04442,2,1,450,2,1
D04443,11,3,1350,18,0
D04444,3,3,1350,12,1
D04445,5,1,450,5,0
D04446,1,1,450,1,1
D04447,4,1,450,4,0
D04448,5,1,450,5,0
D04449,3,3,1350,15,1
D04450,0,1,450,0,1
D04451,10,8,3600,40,0
D04452,5,2,900,14,0
D04453,14,2,900,14,0
D04454,6,2,900,6,0
D04455,8,3,1350,15,0
D04456,6,4,1800,12,0
D04457,2,13,5850,78,1
D04458,5,1,450,5,0
D04459,8,3,1350,18,0
D04460,0,8,3600,40,1
D04461,12,2,900,12,0
D04462,12,5,2250,35,0
D04463,14,2,900,14,0
D04464,0,4,1800,24,1
D04465,5,6,2700,42,0
D04466,1,7,3150,21,1
D04467,4,2,900,10,0
D04468,1,2,900,6,1
D04469,1,50,22500,120,1
D04470,0,5,2250,15,1
D04471,13,5,2250,35,0
D04472,14,13,5850,65,0
D04473,12,3,1350,18,0
D04474,10,2,900,10,0
D04475,2,2,900,10,1
D04476,0,1,450,0,1
D04477,2,1,450,2,1
D04478,8,2,900,8,0
D04479,3,3,1350,18,1
D04480,6,5,2250,20,0
D04481,8,5,2250,20,0
D04482,2,1,450,2,1
D04483,3,1,450,3,1
D04484,2,1,450,2,1
D04485,2,3,1350,9,1
D04486,4,3,1350,21,0
D04487,5,15,6750,105,0
D04488,2,1,450,2,1
D04489,10,2,900,14,0
D04490,1,5,2250,30,1
D04491,8,3,1350,15,0
D04492,1,7,3150,42,1
D04493,0,5,2250,15,1
D04494,6,3,1350,18,0
D04495,4,1,450,4,0
D04496,10,4,1800,24,0
D04497,6,7,3150,35,0
D04498,0,3,1350,18,1
D04499,1,1,450,1,1
D04500,1,1,450,1,1
