donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter,Cluster,Segment
D02563,4,1,450,4,0,0,New Donors
D02564,6,2,900,12,0,0,New Donors
D02565,1,2,900,10,1,3,New Donors
D02566,5,1,450,5,0,0,New Donors
D02567,7,4,1800,20,0,0,New Donors
D02568,0,2,900,14,1,3,New Donors
D02569,5,1,450,5,0,0,New Donors
D02570,2,4,1800,24,1,3,New Donors
D02571,7,12,5400,60,0,2,Loyal
D02572,0,6,2700,42,1,3,New Donors
D02573,0,1,450,0,1,3,New Donors
D02574,3,1,450,3,1,3,New Donors
D02575,1,2,900,12,1,3,New Donors
D02576,0,1,450,0,1,3,New Donors
D02577,4,5,2250,25,0,0,New Donors
D02578,6,5,2250,25,0,0,New Donors
D02579,0,15,6750,105,1,2,Loyal
D02580,0,1,450,0,1,3,New Donors
D02581,3,1,450,3,1,3,New Donors
D02582,4,2,900,8,0,0,New Donors
D02583,0,3,1350,12,1,3,New Donors
D02584,1,2,900,8,1,3,New Donors
D02585,1,8,3600,40,1,3,New Donors
D02586,6,2,900,6,0,0,New Donors
D02587,3,2,900,10,1,3,New Donors
D02588,12,4,1800,12,0,1,At Risk
D02589,1,2,900,10,1,3,New Donors
D02590,3,2,900,12,1,3,New Donors
D02591,4,5,2250,35,0,0,New Donors
D02592,4,1,450,4,0,0,New Donors
D02593,4,5,2250,25,0,0,New Donors
D02594,7,4,1800,20,0,0,New Donors
D02595,1,4,1800,24,1,3,New Donors
D02596,4,31,13950,93,0,4,Loyal
D02597,3,1,450,3,1,3,New Donors
D02598,1,2,900,6,1,3,New Donors
D02599,1,4,1800,16,1,3,New Donors
D02600,12,3,1350,12,0,1,At Risk
D02601,15,3,1350,15,0,1,At Risk
D02602,4,3,1350,18,0,0,New Donors
D02603,6,2,900,6,0,0,New Donors
D02604,27,6,2700,42,0,1,At Risk
D02605,10,2,900,10,0,0,New Donors
D02606,5,1,450,5,0,0,New Donors
D02607,4,6,2700,24,0,0,New Donors
D02608,2,3,1350,9,1,3,New Donors
D02609,3,1,450,3,1,3,New Donors
D02610,5,2,900,6,0,0,New Donors
D02611,8,2,900,8,0,0,New Donors
D02612,8,9,4050,54,0,0,New Donors
D02613,1,2,900,6,1,3,New Donors
D02614,0,50,22500,120,1,4,Loyal
D02615,1,4,1800,24,1,3,New Donors
D02616,5,1,450,5,0,0,New Donors
D02617,4,2,900,14,0,0,New Donors
D02618,3,9,4050,45,1,2,Loyal
D02619,16,6,2700,18,0,1,At Risk
D02620,0,3,1350,21,1,3,New Donors
D02621,3,2,900,14,1,3,New Donors
D02622,2,11,4950,33,1,2,Loyal
D02623,5,1,450,5,0,0,New Donors
D02624,8,2,900,8,0,0,New Donors
D02625,4,1,450,4,0,0,New Donors
D02626,1,1,450,1,1,3,New Donors
D02627,3,1,450,3,1,3,New Donors
D02628,2,1,450,2,1,3,New Donors
D02629,2,1,450,2,1,3,New Donors
D02630,2,1,450,2,1,3,New Donors
D02631,2,8,3600,40,1,3,New Donors
D02632,3,2,900,6,1,3,New Donors
D02633,10,6,2700,30,0,1,At Risk
D02634,9,4,1800,24,0,0,New Donors
D02635,3,5,2250,35,1,3,New Donors
D02636,12,2,900,12,0,1,At Risk
D02637,3,3,1350,15,1,3,New Donors
D02638,2,1,450,2,1,3,New Donors
D02639,0,3,1350,12,1,3,New Donors
D02640,2,3,1350,21,1,3,New Donors
D02641,8,2,900,8,0,0,New Donors
D02642,1,3,1350,18,1,3,New Donors
D02643,2,1,450,2,1,3,New Donors
D02644,1,10,4500,60,1,2,Loyal
D02645,1,10,4500,50,1,2,Loyal
D02646,12,3,1350,21,0,1,At Risk
D02647,2,5,2250,30,1,3,New Donors
D02648,4,5,2250,25,0,0,New Donors
D02649,11,2,900,14,0,1,At Risk
D02650,2,3,1350,15,1,3,New Donors
D02651,9,3,1350,9,0,0,New Donors
D02652,5,3,1350,15,0,0,New Donors
D02653,2,1,450,2,1,3,New Donors
D02654,0,2,900,12,1,3,New Donors
D02655,14,5,2250,35,0,1,At Risk
D02656,5,1,450,5,0,0,New Donors
D02657,3,1,450,3,1,3,New Donors
D02658,3,1,450,3,1,3,New Donors
D02659,0,1,450,0,1,3,New Donors
D02660,2,1,450,2,1,3,New Donors
D02661,1,6,2700,24,1,3,New Donors
D02662,2,2,900,6,1,3,New Donors
D02663,3,1,450,3,1,3,New Donors
D02664,5,1,450,5,0,0,New Donors
D02665,4,3,1350,21,0,0,New Donors
D02666,3,1,450,3,1,3,New Donors
D02667,5,1,450,5,0,0,New Donors
D02668,8,2,900,8,0,0,New Donors
D02669,6,2,900,6,0,0,New Donors
D02670,2,1,450,2,1,3,New Donors
D02671,3,2,900,14,1,3,New Donors
D02672,8,2,900,10,0,0,New Donors
D02673,3,1,450,3,1,3,New Donors
D02674,5,1,450,5,0,0,New Donors
D02675,18,9,4050,27,0,1,At Risk
D02676,5,1,450,5,0,0,New Donors
D02677,3,1,450,3,1,3,New Donors
D02678,5,1,450,5,0,0,New Donors
D02679,4,1,450,4,0,0,New Donors
D02680,1,1,450,1,1,3,New Donors
D02681,0,5,2250,20,1,3,New Donors
D02682,5,7,3150,49,0,0,New Donors
D02683,1,1,450,1,1,3,New Donors
D02684,1,5,2250,35,1,3,New Donors
D02685,3,1,450,3,1,3,New Donors
D02686,2,3,1350,21,1,3,New Donors
D02687,2,1,450,2,1,3,New Donors
D02688,3,3,1350,15,1,3,New Donors
D02689,6,2,900,12,0,0,New Donors
D02690,3,10,4500,30,1,2,Loyal
D02691,2,1,450,2,1,3,New Donors
D02692,1,1,450,1,1,3,New Donors
D02693,6,28,12600,120,0,2,Loyal
D02694,3,1,450,3,1,3,New Donors
D02695,1,1,450,1,1,3,New Donors
D02696,0,2,900,6,1,3,New Donors
D02697,1,32,14400,120,1,4,Loyal
D02698,14,4,1800,24,0,1,At Risk
D02699,3,1,450,3,1,3,New Donors
D02700,0,50,22500,120,1,4,Loyal
D02701,3,2,900,14,1,3,New Donors
D02702,1,10,4500,40,1,2,Loyal
D02703,8,2,900,12,0,0,New Donors
D02704,3,19,8550,57,1,2,Loyal
D02705,10,2,900,10,0,0,New Donors
D02706,0,2,900,12,1,3,New Donors
D02707,4,3,1350,12,0,0,New Donors
D02708,7,2,900,10,0,0,New Donors
D02709,12,3,1350,12,0,1,At Risk
D02710,1,2,900,14,1,3,New Donors
D02711,4,5,2250,25,0,0,New Donors
D02712,1,1,450,1,1,3,New Donors
D02713,1,2,900,12,1,3,New Donors
D02714,3,1,450,3,1,3,New Donors
D02715,4,11,4950,77,0,2,Loyal
D02716,6,9,4050,27,0,2,Loyal
D02717,0,11,4950,55,1,2,Loyal
D02718,4,1,450,4,0,0,New Donors
D02719,3,6,2700,42,1,3,New Donors
D02720,8,2,900,8,0,0,New Donors
D02721,2,2,900,10,1,3,New Donors
D02722,0,5,2250,25,1,3,New Donors
D02723,2,3,1350,12,1,3,New Donors
D02724,6,6,2700,36,0,0,New Donors
D02725,0,2,900,6,1,3,New Donors
D02726,5,1,450,5,0,0,New Donors
D02727,9,2,900,12,0,0,New Donors
D02728,5,1,450,5,0,0,New Donors
D02729,2,1,450,2,1,3,New Donors
D02730,7,2,900,14,0,0,New Donors
D02731,5,1,450,5,0,0,New Donors
D02732,1,3,1350,21,1,3,New Donors
D02733,5,1,450,5,0,0,New Donors
D02734,0,6,2700,24,1,3,New Donors
D02735,12,4,1800,12,0,1,At Risk
D02736,0,1,450,0,1,3,New Donors
D02737,4,2,900,10,0,0,New Donors
D02738,4,2,900,10,0,0,New Donors
D02739,0,1,450,0,1,3,New Donors
D02740,3,1,450,3,1,3,New Donors
D02741,2,1,450,2,1,3,New Donors
D02742,0,1,450,0,1,3,New Donors
D02743,2,1,450,2,1,3,New Donors
D02744,6,25,11250,100,0,2,Loyal
D02745,12,3,1350,12,0,1,At Risk
D02746,1,1,450,1,1,3,New Donors
D02747,0,4,1800,20,1,3,New Donors
D02748,8,2,900,8,0,0,New Donors
D02749,2,1,450,2,1,3,New Donors
D02750,10,5,2250,35,0,1,At Risk
D02751,0,12,5400,72,1,2,Loyal
D02752,4,1,450,4,0,0,New Donors
D02753,10,2,900,10,0,0,New Donors
D02754,4,1,450,4,0,0,New Donors
D02755,1,2,900,12,1,3,New Donors
D02756,4,3,1350,9,0,0,New Donors
D02757,0,2,900,6,1,3,New Donors
D02758,2,2,900,10,1,3,New Donors
D02759,6,50,22500,120,0,4,Loyal
D02760,13,6,2700,36,0,1,At Risk
D02761,4,2,900,10,0,0,New Donors
D02762,7,3,1350,21,0,0,New Donors
D02763,1,3,1350,21,1,3,New Donors
D02764,27,10,4500,60,0,1,At Risk
D02765,3,5,2250,25,1,3,New Donors
D02766,3,2,900,14,1,3,New Donors
D02767,0,4,1800,28,1,3,New Donors
D02768,7,2,900,14,0,0,New Donors
D02769,0,1,450,0,1,3,New Donors
D02770,1,2,900,14,1,3,New Donors
D02771,3,2,900,10,1,3,New Donors
D02772,0,1,450,0,1,3,New Donors
D02773,2,4,1800,28,1,3,New Donors
D02774,5,3,1350,21,0,0,New Donors
D02775,12,6,2700,30,0,1,At Risk
D02776,5,1,450,5,0,0,New Donors
D02777,9,2,900,14,0,0,New Donors
D02778,3,4,1800,20,1,3,New Donors
D02779,5,16,7200,112,0,2,Loyal
D02780,2,1,450,2,1,3,New Donors
D02781,3,2,900,14,1,3,New Donors
D02782,3,1,450,3,1,3,New Donors
D02783,3,8,3600,40,1,3,New Donors
D02784,4,3,1350,21,0,0,New Donors
D02785,0,2,900,6,1,3,New Donors
D02786,3,2,900,14,1,3,New Donors
D02787,0,8,3600,40,1,3,New Donors
D02788,9,3,1350,18,0,0,New Donors
D02789,1,1,450,1,1,3,New Donors
D02790,5,1,450,5,0,0,New Donors
D02791,1,1,450,1,1,3,New Donors
D02792,9,3,1350,9,0,0,New Donors
D02793,0,8,3600,48,1,3,New Donors
D02794,4,1,450,4,0,0,New Donors
D02795,1,2,900,10,1,3,New Donors
D02796,0,1,450,0,1,3,New Donors
D02797,4,1,450,4,0,0,New Donors
D02798,0,1,450,0,1,3,New Donors
D02799,8,2,900,8,0,0,New Donors
D02800,10,2,900,10,0,0,New Donors
D02801,3,3,1350,15,1,3,New Donors
D02802,1,35,15750,105,1,4,Loyal
D02803,3,1,450,3,1,3,New Donors
D02804,8,2,900,10,0,0,New Donors
D02805,0,3,1350,12,1,3,New Donors
D02806,5,1,450,5,0,0,New Donors
D02807,1,3,1350,15,1,3,New Donors
D02808,2,6,2700,18,1,3,New Donors
D02809,2,5,2250,20,1,3,New Donors
D02810,0,1,450,0,1,3,New Donors
D02811,3,4,1800,16,1,3,New Donors
D02812,3,1,450,3,1,3,New Donors
D02813,6,2,900,6,0,0,New Donors
D02814,5,2,900,14,0,0,New Donors
D02815,2,1,450,2,1,3,New Donors
D02816,2,1,450,2,1,3,New Donors
D02817,6,9,4050,45,0,2,Loyal
D02818,0,3,1350,15,1,3,New Donors
D02819,3,2,900,14,1,3,New Donors
D02820,4,1,450,4,0,0,New Donors
D02821,3,1,450,3,1,3,New Donors
D02822,1,2,900,10,1,3,New Donors
D02823,6,3,1350,18,0,0,New Donors
D02824,0,3,1350,9,1,3,New Donors
D02825,0,3,1350,18,1,3,New Donors
D02826,0,1,450,0,1,3,New Donors
D02827,9,2,900,14,0,0,New Donors
D02828,0,7,3150,42,1,3,New Donors
D02829,2,10,4500,40,1,2,Loyal
D02830,3,5,2250,30,1,3,New Donors
D02831,4,2,900,10,0,0,New Donors
D02832,3,1,450,3,1,3,New Donors
D02833,1,2,900,12,1,3,New Donors
D02834,14,2,900,14,0,1,At Risk
D02835,1,3,1350,18,1,3,New Donors
D02836,10,5,2250,25,0,1,At Risk
D02837,2,1,450,2,1,3,New Donors
D02838,1,2,900,6,1,3,New Donors
D02839,2,1,450,2,1,3,New Donors
D02840,0,1,450,0,1,3,New Donors
D02841,0,1,450,0,1,3,New Donors
D02842,4,2,900,10,0,0,New Donors
D02843,1,5,2250,25,1,3,New Donors
D02844,5,1,450,5,0,0,New Donors
D02845,4,1,450,4,0,0,New Donors
D02846,1,1,450,1,1,3,New Donors
D02847,1,1,450,1,1,3,New Donors
D02848,1,2,900,6,1,3,New Donors
D02849,0,27,12150,108,1,2,Loyal
D02850,6,2,900,6,0,0,New Donors
D02851,2,12,5400,84,1,2,Loyal
D02852,4,3,1350,9,0,0,New Donors
D02853,0,1,450,0,1,3,New Donors
D02854,15,4,1800,24,0,1,At Risk
D02855,1,1,450,1,1,3,New Donors
D02856,0,4,1800,12,1,3,New Donors
D02857,2,1,450,2,1,3,New Donors
D02858,1,10,4500,60,1,2,Loyal
D02859,4,1,450,4,0,0,New Donors
D02860,0,2,900,14,1,3,New Donors
D02861,4,1,450,4,0,0,New Donors
D02862,3,1,450,3,1,3,New Donors
D02863,0,3,1350,12,1,3,New Donors
D02864,4,1,450,4,0,0,New Donors
D02865,21,3,1350,21,0,1,At Risk
D02866,4,2,900,14,0,0,New Donors
D02867,2,1,450,2,1,3,New Donors
D02868,0,21,9450,105,1,2,Loyal
D02869,7,3,1350,21,0,0,New Donors
D02870,1,1,450,1,1,3,New Donors
D02871,2,1,450,2,1,3,New Donors
D02872,2,3,1350,9,1,3,New Donors
D02873,2,7,3150,49,1,3,New Donors
D02874,1,1,450,1,1,3,New Donors
D02875,0,3,1350,21,1,3,New Donors
D02876,4,1,450,4,0,0,New Donors
D02877,9,5,2250,15,0,0,New Donors
D02878,0,4,1800,12,1,3,New Donors
D02879,0,2,900,12,1,3,New Donors
D02880,9,2,900,12,0,0,New Donors
D02881,6,14,6300,42,0,2,Loyal
D02882,7,4,1800,28,0,0,New Donors
D02883,0,2,900,12,1,3,New Donors
D02884,0,3,1350,12,1,3,New Donors
D02885,8,4,1800,24,0,0,New Donors
D02886,4,1,450,4,0,0,New Donors
D02887,0,1,450,0,1,3,New Donors
D02888,2,1,450,2,1,3,New Donors
D02889,5,1,450,5,0,0,New Donors
D02890,1,1,450,1,1,3,New Donors
D02891,2,25,11250,75,1,2,Loyal
D02892,2,1,450,2,1,3,New Donors
D02893,6,10,4500,60,0,2,Loyal
D02894,1,4,1800,24,1,3,New Donors
D02895,4,1,450,4,0,0,New Donors
D02896,6,12,5400,36,0,2,Loyal
D02897,12,5,2250,35,0,1,At Risk
D02898,3,2,900,12,1,3,New Donors
D02899,4,6,2700,24,0,0,New Donors
D02900,12,2,900,12,0,1,At Risk
D02901,4,1,450,4,0,0,New Donors
D02902,2,7,3150,28,1,3,New Donors
D02903,6,11,4950,66,0,2,Loyal
D02904,3,17,7650,85,1,2,Loyal
D02905,0,2,900,10,1,3,New Donors
D02906,17,6,2700,42,0,1,At Risk
D02907,5,6,2700,24,0,0,New Donors
D02908,3,4,1800,28,1,3,New Donors
D02909,1,9,4050,45,1,3,New Donors
D02910,12,6,2700,30,0,1,At Risk
D02911,0,3,1350,12,1,3,New Donors
D02912,0,3,1350,21,1,3,New Donors
D02913,10,12,5400,60,0,2,Loyal
D02914,4,1,450,4,0,0,New Donors
D02915,0,1,450,0,1,3,New Donors
D02916,4,8,3600,48,0,0,New Donors
D02917,5,1,450,5,0,0,New Donors
D02918,1,2,900,12,1,3,New Donors
D02919,1,2,900,14,1,3,New Donors
D02920,5,1,450,5,0,0,New Donors
D02921,5,1,450,5,0,0,New Donors
D02922,6,2,900,12,0,0,New Donors
D02923,0,2,900,8,1,3,New Donors
D02924,10,5,2250,20,0,1,At Risk
D02925,8,2,900,8,0,0,New Donors
D02926,3,1,450,3,1,3,New Donors
D02927,5,3,1350,12,0,0,New Donors
D02928,3,1,450,3,1,3,New Donors
D02929,7,46,20700,120,0,4,Loyal
D02930,1,2,900,12,1,3,New Donors
D02931,4,4,1800,12,0,0,New Donors
D02932,4,3,1350,12,0,0,New Donors
D02933,9,3,1350,15,0,0,New Donors
D02934,4,1,450,4,0,0,New Donors
D02935,2,1,450,2,1,3,New Donors
D02936,1,1,450,1,1,3,New Donors
D02937,2,1,450,2,1,3,New Donors
D02938,7,3,1350,21,0,0,New Donors
D02939,1,2,900,6,1,3,New Donors
D02940,2,3,1350,15,1,3,New Donors
D02941,5,1,450,5,0,0,New Donors
D02942,0,3,1350,21,1,3,New Donors
D02943,1,3,1350,9,1,3,New Donors
D02944,2,2,900,10,1,3,New Donors
D02945,5,1,450,5,0,0,New Donors
D02946,9,2,900,12,0,0,New Donors
D02947,15,3,1350,21,0,1,At Risk
D02948,2,1,450,2,1,3,New Donors
D02949,0,1,450,0,1,3,New Donors
D02950,0,1,450,0,1,3,New Donors
D02951,0,4,1800,20,1,3,New Donors
D02952,1,2,900,8,1,3,New Donors
D02953,2,6,2700,42,1,3,New Donors
D02954,1,2,900,14,1,3,New Donors
D02955,6,2,900,6,0,0,New Donors
D02956,8,4,1800,12,0,0,New Donors
D02957,0,1,450,0,1,3,New Donors
D02958,2,1,450,2,1,3,New Donors
D02959,4,2,900,6,0,0,New Donors
D02960,1,4,1800,24,1,3,New Donors
D02961,9,3,1350,12,0,0,New Donors
D02962,2,1,450,2,1,3,New Donors
D02963,8,2,900,8,0,0,New Donors
D02964,14,3,1350,21,0,1,At Risk
D02965,6,6,2700,30,0,0,New Donors
D02966,10,10,4500,30,0,1,At Risk
D02967,5,1,450,5,0,0,New Donors
D02968,4,1,450,4,0,0,New Donors
D02969,1,2,900,12,1,3,New Donors
D02970,6,2,900,6,0,0,New Donors
D02971,1,2,900,6,1,3,New Donors
D02972,25,6,2700,36,0,1,At Risk
D02973,3,1,450,3,1,3,New Donors
D02974,5,1,450,5,0,0,New Donors
D02975,0,3,1350,18,1,3,New Donors
D02976,0,1,450,0,1,3,New Donors
D02977,1,1,450,1,1,3,New Donors
D02978,4,1,450,4,0,0,New Donors
D02979,0,1,450,0,1,3,New Donors
D02980,5,1,450,5,0,0,New Donors
D02981,2,1,450,2,1,3,New Donors
D02982,5,1,450,5,0,0,New Donors
D02983,5,17,7650,68,0,2,Loyal
D02984,3,1,450,3,1,3,New Donors
D02985,4,3,1350,12,0,0,New Donors
D02986,0,2,900,8,1,3,New Donors
D02987,8,3,1350,15,0,0,New Donors
D02988,2,6,2700,30,1,3,New Donors
D02989,0,3,1350,18,1,3,New Donors
D02990,12,9,4050,27,0,1,At Risk
D02991,13,8,3600,24,0,1,At Risk
D02992,8,7,3150,49,0,0,New Donors
D02993,3,2,900,14,1,3,New Donors
D02994,4,4,1800,12,0,0,New Donors
D02995,0,1,450,0,1,3,New Donors
D02996,5,1,450,5,0,0,New Donors
D02997,2,2,900,10,1,3,New Donors
D02998,12,5,2250,35,0,1,At Risk
D02999,5,1,450,5,0,0,New Donors
D03000,0,2,900,8,1,3,New Donors
D03001,0,23,10350,115,1,2,Loyal
D03002,1,3,1350,18,1,3,New Donors
D03003,8,2,900,12,0,0,New Donors
D03004,4,1,450,4,0,0,New Donors
D03005,2,18,8100,72,1,2,Loyal
D03006,1,1,450,1,1,3,New Donors
D03007,9,3,1350,9,0,0,New Donors
D03008,11,14,6300,84,0,2,Loyal
D03009,2,1,450,2,1,3,New Donors
D03010,1,7,3150,49,1,3,New Donors
D03011,9,3,1350,18,0,0,New Donors
D03012,2,1,450,2,1,3,New Donors
D03013,6,5,2250,30,0,0,New Donors
D03014,0,1,450,0,1,3,New Donors
D03015,11,6,2700,42,0,1,At Risk
D03016,4,1,450,4,0,0,New Donors
D03017,5,1,450,5,0,0,New Donors
D03018,5,1,450,5,0,0,New Donors
D03019,0,1,450,0,1,3,New Donors
D03020,4,1,450,4,0,0,New Donors
D03021,0,1,450,0,1,3,New Donors
D03022,0,3,1350,12,1,3,New Donors
D03023,0,1,450,0,1,3,New Donors
D03024,4,1,450,4,0,0,New Donors
D03025,0,1,450,0,1,3,New Donors
D03026,5,4,1800,12,0,0,New Donors
D03027,3,4,1800,16,1,3,New Donors
D03028,0,2,900,14,1,3,New Donors
D03029,1,1,450,1,1,3,New Donors
D03030,2,10,4500,50,1,2,Loyal
D03031,4,26,11700,120,0,2,Loyal
D03032,0,3,1350,21,1,3,New Donors
D03033,6,5,2250,25,0,0,New Donors
D03034,2,1,450,2,1,3,New Donors
D03035,1,11,4950,33,1,2,Loyal
D03036,1,1,450,1,1,3,New Donors
D03037,4,1,450,4,0,0,New Donors
D03038,6,13,5850,65,0,2,Loyal
D03039,11,6,2700,18,0,1,At Risk
D03040,10,2,900,12,0,0,New Donors
D03041,3,1,450,3,1,3,New Donors
D03042,1,1,450,1,1,3,New Donors
D03043,3,5,2250,20,1,3,New Donors
D03044,3,1,450,3,1,3,New Donors
D03045,11,6,2700,30,0,1,At Risk
D03046,1,15,6750,105,1,2,Loyal
D03047,16,5,2250,20,0,1,At Risk
D03048,3,1,450,3,1,3,New Donors
D03049,14,2,900,14,0,1,At Risk
D03050,0,1,450,0,1,3,New Donors
D03051,4,3,1350,9,0,0,New Donors
D03052,1,2,900,10,1,3,New Donors
D03053,3,9,4050,45,1,2,Loyal
D03054,8,2,900,8,0,0,New Donors
D03055,2,2,900,14,1,3,New Donors
D03056,3,7,3150,28,1,3,New Donors
D03057,1,4,1800,16,1,3,New Donors
D03058,6,2,900,12,0,0,New Donors
D03059,5,1,450,5,0,0,New Donors
D03060,1,7,3150,21,1,3,New Donors
D03061,8,2,900,8,0,0,New Donors
D03062,1,1,450,1,1,3,New Donors
D03063,3,1,450,3,1,3,New Donors
D03064,1,2,900,8,1,3,New Donors
D03065,18,7,3150,35,0,1,At Risk
D03066,6,3,1350,21,0,0,New Donors
D03067,2,6,2700,24,1,3,New Donors
D03068,4,1,450,4,0,0,New Donors
D03069,5,1,450,5,0,0,New Donors
D03070,4,2,900,10,0,0,New Donors
D03071,3,7,3150,35,1,3,New Donors
D03072,2,1,450,2,1,3,New Donors
D03073,0,3,1350,15,1,3,New Donors
D03074,4,2,900,8,0,0,New Donors
D03075,1,2,900,14,1,3,New Donors
D03076,0,2,900,6,1,3,New Donors
D03077,0,1,450,0,1,3,New Donors
D03078,0,1,450,0,1,3,New Donors
D03079,0,2,900,12,1,3,New Donors
D03080,15,3,1350,15,0,1,At Risk
D03081,1,1,450,1,1,3,New Donors
D03082,3,4,1800,16,1,3,New Donors
D03083,0,2,900,6,1,3,New Donors
D03084,1,3,1350,9,1,3,New Donors
D03085,0,3,1350,21,1,3,New Donors
D03086,1,6,2700,36,1,3,New Donors
D03087,2,1,450,2,1,3,New Donors
D03088,2,1,450,2,1,3,New Donors
D03089,1,1,450,1,1,3,New Donors
D03090,0,2,900,12,1,3,New Donors
D03091,1,3,1350,12,1,3,New Donors
D03092,1,2,900,8,1,3,New Donors
D03093,2,1,450,2,1,3,New Donors
D03094,21,3,1350,21,0,1,At Risk
D03095,3,1,450,3,1,3,New Donors
D03096,12,2,900,12,0,1,At Risk
D03097,9,5,2250,15,0,0,New Donors
D03098,5,3,1350,9,0,0,New Donors
D03099,8,50,22500,120,0,4,Loyal
D03100,7,4,1800,24,0,0,New Donors
D03101,0,10,4500,50,1,2,Loyal
D03102,2,1,450,2,1,3,New Donors
D03103,1,10,4500,30,1,2,Loyal
D03104,1,1,450,1,1,3,New Donors
D03105,1,2,900,8,1,3,New Donors
D03106,6,2,900,6,0,0,New Donors
D03107,0,1,450,0,1,3,New Donors
D03108,14,8,3600,32,0,1,At Risk
D03109,6,4,1800,12,0,0,New Donors
D03110,1,1,450,1,1,3,New Donors
D03111,6,8,3600,40,0,0,New Donors
D03112,12,2,900,12,0,1,At Risk
D03113,0,3,1350,21,1,3,New Donors
D03114,0,5,2250,15,1,3,New Donors
D03115,2,4,1800,16,1,3,New Donors
D03116,0,4,1800,28,1,3,New Donors
D03117,3,1,450,3,1,3,New Donors
D03118,0,2,900,12,1,3,New Donors
D03119,0,1,450,0,1,3,New Donors
D03120,4,1,450,4,0,0,New Donors
D03121,3,7,3150,21,1,3,New Donors
D03122,6,40,18000,120,0,4,Loyal
D03123,1,2,900,8,1,3,New Donors
D03124,2,4,1800,12,1,3,New Donors
D03125,4,23,10350,92,0,2,Loyal
D03126,1,6,2700,36,1,3,New Donors
D03127,9,2,900,10,0,0,New Donors
D03128,2,2,900,12,1,3,New Donors
D03129,4,1,450,4,0,0,New Donors
D03130,0,20,9000,120,1,2,Loyal
D03131,1,1,450,1,1,3,New Donors
D03132,0,6,2700,42,1,3,New Donors
D03133,5,1,450,5,0,0,New Donors
D03134,5,2,900,6,0,0,New Donors
D03135,5,2,900,6,0,0,New Donors
D03136,4,1,450,4,0,0,New Donors
D03137,6,2,900,6,0,0,New Donors
D03138,1,1,450,1,1,3,New Donors
D03139,0,1,450,0,1,3,New Donors
D03140,11,2,900,12,0,1,At Risk
D03141,1,50,22500,120,1,4,Loyal
D03142,2,6,2700,18,1,3,New Donors
D03143,1,1,450,1,1,3,New Donors
D03144,4,2,900,12,0,0,New Donors
D03145,1,3,1350,12,1,3,New Donors
D03146,12,2,900,12,0,1,At Risk
D03147,8,5,2250,35,0,0,New Donors
D03148,5,2,900,8,0,0,New Donors
D03149,0,4,1800,16,1,3,New Donors
D03150,5,1,450,5,0,0,New Donors
D03151,17,6,2700,24,0,1,At Risk
D03152,2,3,1350,12,1,3,New Donors
D03153,2,1,450,2,1,3,New Donors
D03154,0,2,900,14,1,3,New Donors
D03155,3,2,900,10,1,3,New Donors
D03156,0,1,450,0,1,3,New Donors
D03157,1,5,2250,30,1,3,New Donors
D03158,1,8,3600,24,1,3,New Donors
D03159,16,37,16650,120,0,4,Loyal
D03160,7,10,4500,30,0,2,Loyal
D03161,3,2,900,10,1,3,New Donors
D03162,5,3,1350,21,0,0,New Donors
D03163,25,6,2700,36,0,1,At Risk
D03164,2,1,450,2,1,3,New Donors
D03165,0,1,450,0,1,3,New Donors
D03166,6,3,1350,21,0,0,New Donors
D03167,0,5,2250,30,1,3,New Donors
D03168,20,4,1800,20,0,1,At Risk
D03169,10,2,900,10,0,0,New Donors
D03170,13,6,2700,18,0,1,At Risk
D03171,0,7,3150,28,1,3,New Donors
D03172,5,2,900,6,0,0,New Donors
D03173,6,2,900,12,0,0,New Donors
D03174,4,7,3150,28,0,0,New Donors
D03175,0,7,3150,35,1,3,New Donors
D03176,5,1,450,5,0,0,New Donors
D03177,12,4,1800,12,0,1,At Risk
D03178,0,6,2700,24,1,3,New Donors
D03179,1,1,450,1,1,3,New Donors
D03180,0,1,450,0,1,3,New Donors
D03181,1,5,2250,25,1,3,New Donors
D03182,5,1,450,5,0,0,New Donors
D03183,0,1,450,0,1,3,New Donors
D03184,15,5,2250,15,0,1,At Risk
D03185,1,4,1800,20,1,3,New Donors
D03186,3,1,450,3,1,3,New Donors
D03187,2,8,3600,48,1,3,New Donors
D03188,5,1,450,5,0,0,New Donors
D03189,7,13,5850,65,0,2,Loyal
D03190,4,1,450,4,0,0,New Donors
D03191,4,1,450,4,0,0,New Donors
D03192,0,1,450,0,1,3,New Donors
D03193,1,3,1350,15,1,3,New Donors
D03194,5,1,450,5,0,0,New Donors
D03195,10,2,900,10,0,0,New Donors
D03196,0,1,450,0,1,3,New Donors
D03197,2,1,450,2,1,3,New Donors
D03198,4,2,900,8,0,0,New Donors
D03199,0,3,1350,12,1,3,New Donors
D03200,11,4,1800,16,0,1,At Risk
D03201,3,1,450,3,1,3,New Donors
D03202,2,2,900,14,1,3,New Donors
D03203,9,50,22500,120,0,4,Loyal
D03204,6,2,900,10,0,0,New Donors
D03205,4,1,450,4,0,0,New Donors
D03206,6,2,900,6,0,0,New Donors
D03207,0,1,450,0,1,3,New Donors
D03208,3,11,4950,77,1,2,Loyal
D03209,4,3,1350,12,0,0,New Donors
D03210,5,3,1350,12,0,0,New Donors
D03211,1,1,450,1,1,3,New Donors
D03212,1,6,2700,24,1,3,New Donors
D03213,0,3,1350,21,1,3,New Donors
